ChEMBL_ID,canonical_smiles,IC50,IC50_units,Assay_Description
CHEMBL5083778,CC(C)Oc1cc(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c(F)cn1,1.2,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5084882,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(OC5CCC5)ncc4F)cc3n2)CC1,3.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5088595,CCc1cc(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c(F)cn1,0.9,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5090019,CC(C)c1cc(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c(F)cn1,0.8,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5084200,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(C(F)(F)F)ncc4F)cc3n2)CC1,2.3,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5080361,CC(C)c1cc(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c(F)cc1C#N,1.0,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5070707,CC(C)Oc1cc(Nc2cc3nc([C@](C)(O)C4CCN(C)CC4)ccc3cn2)c(F)cc1C#N,2.2,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5087911,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(C(F)(F)F)c(C#N)cc4F)cc3n2)CC1,2.2,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5077028,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(N5CC6CCC(C5)O6)c(C#N)cc4F)cc3n2)CC1,0.8,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL5080813,CN1CCC([C@@](C)(O)c2ccc3cnc(Nc4cc(C(N)=O)ncc4F)cc3n2)CC1,4.4,nM,Inhibition of full length N-terminal GST fused human CDK5(1 to 292 residues)/ p25 (99 to 307 residues) expressed in baculovirus expression system using FL peptide as substrate preincubated for 30 mins followed by substrate addition further incubated for 60 mins by EZ reader method
CHEMBL4650328,Nc1nccc(-c2ccc(O)c(-c3ccnc(N)n3)n2)n1,2.4,nM,Inhibition of CDK5/p35 (unknown origin)
CHEMBL216543,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,100.0,nM,Inhibition of CDK5/p35 (unknown origin)
CHEMBL1208600,O=C1Nc2ccc(S(=O)(=O)O)cc2/C1=C1/Nc2ccccc2C1=O,65.0,nM,Inhibition of CDK5/p35 (unknown origin)
CHEMBL5199235,CN1C(=O)/C(=C2\Nc3ccccc3\C2=N/O)c2ccccc21,100000.0,nM,Inhibition of GST-fused CDK5/p25 (unknown origin)
CHEMBL1092509,O=C1Nc2c(Br)cccc2/C1=C1/Nc2ccccc2/C1=N\O,33000.0,nM,Inhibition of GST-fused CDK5/p25 (unknown origin)
CHEMBL5179617,Cc1nc2c(F)cc(-c3nc(Nc4nccc(Sc5cnc(N6CCC7(CC6)CO[C@@H](C)[C@H]7N)cn5)c4Cl)ncc3F)cc2n1C(C)C,540.0,nM,Inhibition of recombinant full length N-terminal GST/His6-fusion tagged human CDK5/P25 expressed in Sf9 insect cells incubated for 20 mins followed by [33P]gamma-ATP addition and measured after 2 hrs by radiometric HotSpot Kinase assay
CHEMBL5178368,CCCNc1ccc2ncc(-c3ccc4[nH]ncc4c3)n2n1,41.0,nM,Inhibition of human recombinant CDK5/p25 expressed in bacterial expression system using histone H1 as substrate in presence of ATP at measured after 30 mins by ADP-Glo assay
CHEMBL5202522,Nc1nc(N[C@H]2CC3CCC2C3)sc1C(=O)c1ccccc1[N+](=O)[O-],159.0,nM,Inhibition of CDK5/p35 (unknown origin)
CHEMBL255465,NC1=N/C(=C2/CCNC(=O)c3[nH]ccc32)C(=O)N1,112.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL512682,O=C1NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1,7000.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL480350,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)c(Br)c32)N1,56.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL1233473,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Cl)c(Cl)c32)N1,62.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5271328,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]cc(Br)c32)N1,79.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5267995,CC(=O)NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)c(Br)c32)N1,533.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5272265,CCNC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c(Br)c(Br)c32)N1,9120.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5277152,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c4ccc(Br)cc4c32)N1,213.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5281583,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c4ccc(Cl)cc4c32)N1,191.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5285766,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c4ccc(F)cc4c32)N1,177.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL481333,NC1=NC(=O)/C(=C2\CCNC(=O)c3[nH]c4ccccc4c32)N1,177.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5267075,O=C1NCC/C(=N\Nc2ccccn2)c2c1[nH]c(Br)c2Br,10400.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5280645,O=C1NCC/C(=N\Nc2ccc(Cl)cn2)c2c1[nH]c1ccc(F)cc21,75.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5265856,O=C1NCC/C(=N\Nc2cccnc2)c2c1[nH]c1ccc(F)cc21,12.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5272006,O=C1NCC/C(=N\Nc2cccnc2Cl)c2c1[nH]c1ccc(F)cc21,12.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL5276637,N=C1NC(=O)C(=C2CCNC(=O)c3[nH]c(Br)cc32)N1,160.0,nM,Inhibition of CDK5/p25 (unknown origin)
CHEMBL3298236,c1ccc(-c2ccc3[nH]ncc3c2)cc1,1797.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4283240,COc1ccc2c3ccnc(Cl)c3n(CC#N)c2c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5279705,COC1=CC2C(=O)NC3=Cc4ccc(OC)cc4C(=C1OC)C32,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL3421968,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,1058.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL1614713,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4784318,CN1CCN(c2cc(C(=O)Nc3cc4cc(-c5cnn(C)c5)ccc4cn3)ccn2)CC1,3960.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL1230165,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL3894571,COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4F)c3c2s1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4292553,Oc1ccc(-c2cnc3[nH]cc(-c4ccc(F)cc4)c3c2)cc1O,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4647659,CC(C)Oc1ccc(F)c(-c2cnc(N)c(C(=O)Nc3cnccc3N3CCC[C@@H](C(=O)O)C3)n2)c1,470.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5081787,O=C1N=C(Nc2c(Cl)cccc2Cl)S/C1=C\c1ccc2nccnc2c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5093741,CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]cc(c3c2)-c2cn(nc2C(F)(F)F)CCCC1=O,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5086263,CN1Cc2nn(C)c(C#N)c2-c2cnc3[nH]c(F)c(c3c2)-c2cn(nc2C(F)(F)F)CCCC1=O,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL1236620,CCOC(=O)c1c(/C(C#N)=C\N)c2ccc(Cl)c(Cl)c2n1C,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4873449,Oc1ccc(-c2n[nH]c3ncc(-c4ccc(O)c(O)c4)cc23)cc1,38.4,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5273528,CCNc1cc(Nc2ccc(C(=O)N3CCC(N4CCOCC4)CC3)cc2OC)nc2[nH]cc(C(F)(F)F)c12,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5283849,O=C1NC(NC2CCCCCC2)=N/C1=C\c1ccc2ncsc2c1,4620.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5091238,O=C1NC(NC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2ncsc2c1,243.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4297639,CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL393525,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnc2ccc(Br)cn12,24.5,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4441878,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C(C)C,273.2,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5070553,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1CC(F)(F)F,413.6,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5289681,CC(C)CN1CCC(C(=O)Nc2cc3cc(-c4cnn(C)c4)ccc3cn2)CC1,1027.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5285332,Cn1cc(-c2ccc3cnc(NC(=O)C4CCN(S(C)(=O)=O)CC4)cc3c2)cn1,1791.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5280761,O=C1Nc2cc(S(=O)(=O)Cc3c(Cl)cccc3Cl)ccc2S/C1=C\c1ccc(O)c([N+](=O)[O-])c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5272336,Cc1cc(C(=O)NC2Nc3cccc(C)c3N2[C@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL1682931,CC(=O)c1nccc2c1[nH]c1ccccc12,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL1997924,c1ccc(CNc2nc(Nc3cc(C4CC4)[nH]n3)c3sccc3n2)cc1,101.1,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL418971,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL790,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4637319,Cc1cccc(N(C)c2nccc(-c3cnn4ncccc34)n2)c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4848254,CN(C)c1nccc(-c2cnn3ncccc23)n1,9672.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5286716,COc1ccc2nc3c(CO)cc(OC)cc3c(SC[C@H]3CCNC3)c2c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4783398,Cc1ccc(-n2cc(COc3cccc4cnc(Nc5cccc(Cl)c5)nc34)nn2)c([N+](=O)[O-])c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4288096,COc1ccc(/C=C2\SC(=S)NC2=O)cc1C#C[Si](C)(C)C,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,431.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5284529,O=C(Nc1ccc2[nH]ncc2c1)c1csc(Nc2ccccc2)n1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL3185434,COc1ccc(-n2c(C)c([N+](=O)[O-])c3ccc(O)cc32)cc1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL1232500,CCN1/C(=C/C(C)=O)Sc2ccc(O)cc21,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5095897,COc1ccc2nc3ccc(OC)cc3c(SCCCN)c2c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4754195,Cn1cc(-c2ccc3occ(-c4cccc(-c5ccncc5)c4)c3n2)cn1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL1094636,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5286520,CCOc1ccc2nc(N3CCCN(C(=S)Nc4ccccc4F)CC3)c(C#N)cc2c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5288595,COc1ccc2sc(-c3cncc(NC(C)=O)c3)nc2c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL1173055,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL562562,COc1cc(CCc2c(O)ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2C(C)=O)ccc1O,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL5288391,CN1CCN(C(=O)C(C)(C)c2ccc(C(=O)Cc3cn4cc(-c5ccncc5)ccc4n3)cc2)CC1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4798421,CCN(CC)Cc1ccc(OC)c(-c2cc3c(-c4ccc(C(=O)O)c(C(C)C)c4)ccnc3[nH]2)c1,10000.0,nM,Inhibition of recombinant human CDK5/p25 expressed in Sf9 insect cells incubated for 60 mins in presence of ATP and [gamma33-P] ATP by radiometric scintillation counter analysis
CHEMBL4213175,COc1ccncc1NC(=O)c1ccnc(NC(=O)C2CC2)c1,50000.0,nM,Inhibition of CDK5/p25 (unknown origin) by Ambit kinase assay
